"Date","Price","Open","High","Low","Vol.","Change %"
"Feb 26, 2014","1,970.77","1,963.45","1,973.88","1,955.92","209.15M","0.30%"
"Feb 27, 2014","1,978.43","1,969.85","1,980.37","1,965.70","201.06M","0.39%"
"Feb 28, 2014","1,979.99","1,976.48","1,981.15","1,972.65","252.83M","0.08%"
"Mar 03, 2014","1,964.69","1,967.90","1,969.16","1,955.11","222.62M","-0.77%"
"Mar 04, 2014","1,954.11","1,954.58","1,963.56","1,952.61","200.37M","-0.54%"
"Mar 05, 2014","1,971.24","1,973.28","1,977.30","1,970.28","197.70M","0.88%"
"Mar 06, 2014","1,975.62","1,973.67","1,975.62","1,968.17","193.74M","0.22%"
"Mar 07, 2014","1,974.68","1,979.70","1,983.53","1,968.66","231.56M","-0.05%"
"Mar 10, 2014","1,954.42","1,967.63","1,967.66","1,951.96","214.94M","-1.03%"
"Mar 11, 2014","1,963.87","1,957.22","1,963.87","1,951.20","247.47M","0.48%"
"Mar 12, 2014","1,932.54","1,957.67","1,958.09","1,930.48","329.92M","-1.60%"
"Mar 13, 2014","1,934.38","1,940.35","1,946.28","1,931.75","259.62M","0.10%"
"Mar 14, 2014","1,919.90","1,916.07","1,927.89","1,913.64","254.03M","-0.75%"
"Mar 17, 2014","1,927.53","1,921.15","1,928.43","1,919.61","214.93M","0.40%"
"Mar 18, 2014","1,940.21","1,941.12","1,946.14","1,931.83","274.29M","0.66%"
"Mar 19, 2014","1,937.68","1,947.34","1,948.15","1,935.27","249.08M","-0.13%"
"Mar 20, 2014","1,919.52","1,934.15","1,934.63","1,919.37","220.60M","-0.94%"
"Mar 21, 2014","1,934.94","1,930.24","1,935.18","1,927.85","252.87M","0.80%"
"Mar 24, 2014","1,945.55","1,937.06","1,950.54","1,937.06","228.28M","0.55%"
"Mar 25, 2014","1,941.25","1,940.90","1,946.09","1,936.62","225.16M","-0.22%"
"Mar 26, 2014","1,964.31","1,954.60","1,965.44","1,953.69","248.95M","1.19%"
"Mar 27, 2014","1,977.97","1,963.66","1,979.70","1,963.10","218.06M","0.70%"
"Mar 28, 2014","1,981.00","1,972.63","1,985.50","1,971.25","244.60M","0.15%"
"Mar 31, 2014","1,985.61","1,988.73","1,989.80","1,973.05","241.04M","0.23%"
"Apr 01, 2014","1,991.98","1,983.78","1,991.98","1,976.06","214.64M","0.32%"
"Apr 02, 2014","1,997.25","2,000.13","2,001.26","1,995.08","220.91M","0.26%"
"Apr 03, 2014","1,993.70","1,999.42","2,007.88","1,992.16","225.73M","-0.18%"
"Apr 04, 2014","1,988.09","1,987.84","1,993.96","1,985.76","225.64M","-0.28%"
"Apr 07, 2014","1,989.70","1,984.29","1,992.18","1,978.63","186.35M","0.08%"
"Apr 08, 2014","1,993.03","1,977.61","1,994.58","1,977.61","218.15M","0.17%"
"Apr 09, 2014","1,998.95","1,997.98","2,001.15","1,992.12","233.70M","0.30%"
"Apr 10, 2014","2,008.61","2,007.71","2,008.98","1,995.79","232.45M","0.48%"
"Apr 11, 2014","1,997.44","1,985.28","1,997.44","1,985.16","218.13M","-0.56%"
"Apr 14, 2014","1,997.02","1,993.81","2,001.00","1,993.07","205.71M","-0.02%"
"Apr 15, 2014","1,992.27","2,008.49","2,009.04","1,990.34","194.53M","-0.24%"
"Apr 16, 2014","1,992.21","1,994.31","1,995.86","1,986.25","230.74M","-0.00%"
"Apr 17, 2014","1,992.05","2,000.47","2,001.29","1,984.98","200.19M","-0.01%"
"Apr 18, 2014","2,004.28","1,998.52","2,005.22","1,998.26","206.51M","0.61%"
"Apr 21, 2014","1,999.22","2,006.21","2,006.95","1,993.53","205.58M","-0.25%"
"Apr 22, 2014","2,004.22","2,000.94","2,004.42","1,991.47","212.02M","0.25%"
"Apr 23, 2014","2,000.37","2,010.06","2,013.09","1,999.78","241.74M","-0.19%"
"Apr 24, 2014","1,998.34","2,006.38","2,007.17","1,993.18","235.08M","-0.10%"
"Apr 25, 2014","1,971.66","1,996.61","1,996.64","1,971.66","208.36M","-1.34%"
"Apr 28, 2014","1,969.26","1,969.04","1,976.56","1,969.04","168.83M","-0.12%"
"Apr 29, 2014","1,964.77","1,974.67","1,976.17","1,960.36","177.61M","-0.23%"
"Apr 30, 2014","1,961.79","1,973.56","1,974.33","1,955.15","227.32M","-0.15%"
"May 02, 2014","1,959.44","1,966.29","1,968.50","1,956.32","179.54M","-0.12%"
"May 07, 2014","1,939.88","1,964.19","1,964.19","1,939.55","193.04M","-1.00%"
"May 08, 2014","1,950.60","1,945.94","1,950.60","1,934.72","222.43M","0.55%"
"May 09, 2014","1,956.55","1,953.48","1,958.34","1,949.64","205.21M","0.31%"
"May 12, 2014","1,964.94","1,956.26","1,966.64","1,950.91","201.64M","0.43%"
"May 13, 2014","1,982.93","1,973.08","1,988.41","1,969.60","242.16M","0.92%"
"May 14, 2014","2,010.83","1,990.99","2,010.85","1,990.79","233.87M","1.41%"
"May 15, 2014","2,010.20","2,007.88","2,015.37","2,006.38","259.39M","-0.03%"
"May 16, 2014","2,013.44","2,003.48","2,013.44","1,997.27","232.53M","0.16%"
"May 19, 2014","2,015.14","2,013.79","2,015.53","2,002.89","265.60M","0.08%"
"May 20, 2014","2,011.26","2,011.85","2,014.46","2,004.32","248.34M","-0.19%"
"May 21, 2014","2,008.33","2,003.48","2,015.63","2,001.74","224.09M","-0.15%"
"May 22, 2014","2,015.59","2,015.41","2,022.59","2,011.60","231.08M","0.36%"
"May 23, 2014","2,017.17","2,013.09","2,017.96","2,011.76","241.81M","0.08%"
"May 26, 2014","2,010.35","2,016.21","2,020.96","2,008.14","196.58M","-0.34%"
"May 27, 2014","1,997.63","2,014.87","2,016.73","1,988.44","221.79M","-0.63%"
"May 28, 2014","2,017.06","2,000.26","2,017.06","1,997.89","210.65M","0.97%"
"May 29, 2014","2,012.26","2,020.67","2,021.96","2,009.23","228.54M","-0.24%"
"May 30, 2014","1,994.96","2,015.37","2,019.17","1,994.96","247.32M","-0.86%"
"Jun 02, 2014","2,002.00","1,998.81","2,006.93","1,995.69","265.59M","0.35%"
"Jun 03, 2014","2,008.56","2,006.31","2,008.56","1,990.72","266.74M","0.33%"
"Jun 05, 2014","1,995.48","2,007.20","2,007.20","1,986.95","222.09M","-0.65%"
"Jun 09, 2014","1,990.04","2,004.73","2,008.86","1,986.53","209.61M","-0.27%"
"Jun 10, 2014","2,011.80","2,000.89","2,011.87","1,996.21","234.93M","1.09%"
"Jun 11, 2014","2,014.67","2,009.51","2,016.78","2,006.73","238.05M","0.14%"
"Jun 12, 2014","2,011.65","2,013.60","2,015.80","2,003.57","251.88M","-0.15%"
"Jun 13, 2014","1,990.85","2,005.55","2,005.55","1,984.04","223.11M","-1.03%"
"Jun 16, 2014","1,993.59","1,986.86","1,995.86","1,985.30","233.60M","0.14%"
"Jun 17, 2014","2,001.55","1,994.89","2,002.96","1,991.53","236.60M","0.40%"
"Jun 18, 2014","1,989.49","2,002.26","2,002.26","1,987.03","216.85M","-0.60%"
"Jun 19, 2014","1,992.03","1,994.23","1,999.11","1,985.89","257.89M","0.13%"
"Jun 20, 2014","1,968.07","1,990.71","1,990.73","1,965.12","232.66M","-1.20%"
"Jun 23, 2014","1,974.92","1,975.10","1,980.31","1,971.61","231.74M","0.35%"
"Jun 24, 2014","1,994.35","1,976.24","1,998.31","1,976.24","250.60M","0.98%"
"Jun 25, 2014","1,981.77","1,992.69","1,993.60","1,980.78","336.65M","-0.63%"
"Jun 26, 2014","1,995.05","1,983.00","1,997.08","1,982.48","273.51M","0.67%"
"Jun 27, 2014","1,988.51","1,990.90","1,997.01","1,983.88","218.84M","-0.33%"
"Jun 30, 2014","2,002.21","1,996.13","2,002.21","1,992.65","201.13M","0.69%"
"Jul 01, 2014","1,999.00","1,993.29","1,999.00","1,987.89","238.87M","-0.16%"
"Jul 02, 2014","2,015.28","2,008.00","2,016.36","2,002.40","318.42M","0.81%"
"Jul 03, 2014","2,010.97","2,015.99","2,015.99","2,007.86","259.91M","-0.21%"
"Jul 04, 2014","2,009.66","2,018.35","2,018.35","2,005.84","241.51M","-0.07%"
"Jul 07, 2014","2,005.12","2,007.53","2,009.32","1,998.03","228.34M","-0.23%"
"Jul 08, 2014","2,006.66","2,003.55","2,009.22","1,997.87","259.36M","0.08%"
"Jul 09, 2014","2,000.50","1,997.57","2,000.89","1,992.42","272.75M","-0.31%"
"Jul 10, 2014","2,002.84","2,004.63","2,006.50","1,999.96","327.64M","0.12%"
"Jul 11, 2014","1,988.74","1,988.93","1,993.46","1,985.53","277.02M","-0.70%"
"Jul 14, 2014","1,993.88","1,998.26","2,001.11","1,993.57","270.39M","0.26%"
"Jul 15, 2014","2,012.72","2,004.93","2,015.54","2,004.49","361.20M","0.94%"
"Jul 16, 2014","2,013.48","2,015.67","2,018.05","2,008.99","315.17M","0.04%"
"Jul 17, 2014","2,020.90","2,020.52","2,025.41","2,018.77","322.70M","0.37%"
"Jul 18, 2014","2,019.42","2,007.12","2,019.42","2,006.01","304.52M","-0.07%"
"Jul 21, 2014","2,018.50","2,028.02","2,030.61","2,016.42","274.63M","-0.05%"
"Jul 22, 2014","2,028.93","2,021.18","2,028.93","2,017.76","265.89M","0.52%"
"Jul 23, 2014","2,028.32","2,032.73","2,035.24","2,025.00","353.51M","-0.03%"
"Jul 24, 2014","2,026.62","2,032.94","2,034.72","2,021.22","323.59M","-0.08%"
"Jul 25, 2014","2,033.85","2,030.04","2,036.20","2,027.33","282.77M","0.36%"
"Jul 28, 2014","2,048.81","2,035.96","2,053.84","2,035.96","349.02M","0.74%"
"Jul 29, 2014","2,061.97","2,054.03","2,065.96","2,053.41","408.77M","0.64%"
"Jul 30, 2014","2,082.61","2,064.47","2,093.08","2,062.88","343.29M","1.00%"
"Jul 31, 2014","2,076.12","2,081.75","2,090.57","2,070.78","383.73M","-0.31%"
"Aug 01, 2014","2,073.10","2,063.71","2,079.81","2,062.54","271.97M","-0.15%"
"Aug 04, 2014","2,080.42","2,080.77","2,083.05","2,067.17","253.20M","0.35%"
"Aug 05, 2014","2,066.26","2,076.17","2,077.73","2,058.92","346.82M","-0.68%"
"Aug 06, 2014","2,060.73","2,062.93","2,068.08","2,055.68","377.27M","-0.27%"
"Aug 07, 2014","2,054.51","2,062.24","2,063.53","2,047.75","292.94M","-0.30%"
"Aug 08, 2014","2,031.10","2,049.51","2,051.06","2,026.56","354.82M","-1.14%"
"Aug 11, 2014","2,039.37","2,048.18","2,048.18","2,037.80","285.84M","0.41%"
"Aug 12, 2014","2,041.47","2,048.39","2,055.85","2,038.14","312.80M","0.10%"
"Aug 13, 2014","2,062.36","2,046.68","2,062.36","2,043.11","280.66M","1.02%"
"Aug 14, 2014","2,063.22","2,065.69","2,073.42","2,056.06","270.85M","0.04%"
"Aug 18, 2014","2,053.13","2,070.95","2,073.05","2,053.13","300.42M","-0.49%"
"Aug 19, 2014","2,071.14","2,065.19","2,074.43","2,064.34","327.12M","0.88%"
"Aug 20, 2014","2,072.78","2,080.77","2,082.21","2,063.61","315.36M","0.08%"
"Aug 21, 2014","2,044.21","2,067.63","2,068.22","2,041.91","307.80M","-1.38%"
"Aug 22, 2014","2,056.70","2,048.24","2,058.46","2,046.54","277.86M","0.61%"
"Aug 25, 2014","2,060.89","2,049.16","2,062.23","2,044.20","272.04M","0.20%"
"Aug 26, 2014","2,068.05","2,069.07","2,072.42","2,065.15","288.91M","0.35%"
"Aug 27, 2014","2,074.93","2,075.45","2,081.83","2,070.77","337.61M","0.33%"
"Aug 28, 2014","2,075.76","2,083.03","2,088.86","2,072.14","305.88M","0.04%"
"Aug 29, 2014","2,068.54","2,070.73","2,073.03","2,060.14","301.37M","-0.35%"
"Sep 01, 2014","2,067.86","2,067.80","2,072.59","2,062.30","272.47M","-0.03%"
"Sep 02, 2014","2,051.58","2,065.97","2,066.00","2,049.15","323.12M","-0.79%"
"Sep 03, 2014","2,051.20","2,050.09","2,054.08","2,040.44","337.97M","-0.02%"
"Sep 04, 2014","2,056.26","2,059.05","2,065.27","2,050.79","376.39M","0.25%"
"Sep 05, 2014","2,049.41","2,053.18","2,059.04","2,044.68","343.35M","-0.33%"
"Sep 11, 2014","2,034.16","2,046.97","2,052.16","2,034.13","333.41M","-0.74%"
"Sep 12, 2014","2,041.86","2,042.51","2,048.21","2,037.37","362.67M","0.38%"
"Sep 15, 2014","2,035.82","2,039.03","2,040.08","2,028.80","297.61M","-0.30%"
"Sep 16, 2014","2,042.92","2,039.92","2,045.65","2,036.23","365.69M","0.35%"
"Sep 17, 2014","2,062.61","2,052.06","2,062.62","2,051.11","351.67M","0.96%"
"Sep 18, 2014","2,047.74","2,058.21","2,063.26","2,044.17","394.27M","-0.72%"
"Sep 19, 2014","2,053.82","2,057.56","2,062.37","2,053.66","397.74M","0.30%"
"Sep 22, 2014","2,039.27","2,053.30","2,053.30","2,032.36","323.89M","-0.71%"
"Sep 23, 2014","2,028.91","2,028.90","2,036.25","2,025.16","427.81M","-0.51%"
"Sep 24, 2014","2,035.64","2,024.75","2,036.26","2,019.91","332.59M","0.33%"
"Sep 25, 2014","2,034.11","2,045.66","2,046.26","2,030.09","325.38M","-0.08%"
"Sep 26, 2014","2,031.64","2,019.17","2,031.65","2,018.70","313.52M","-0.12%"
"Sep 29, 2014","2,026.60","2,035.93","2,036.44","2,021.37","339.59M","-0.25%"
"Sep 30, 2014","2,020.09","2,023.18","2,029.17","2,007.30","322.81M","-0.32%"
"Oct 01, 2014","1,991.54","2,013.47","2,013.47","1,989.84","351.58M","-1.41%"
"Oct 02, 2014","1,976.16","1,984.43","1,985.06","1,966.17","322.66M","-0.77%"
"Oct 06, 2014","1,968.39","1,987.89","1,988.39","1,968.30","325.08M","-0.39%"
"Oct 07, 2014","1,972.91","1,979.83","1,982.96","1,966.22","328.23M","0.23%"
"Oct 08, 2014","1,965.25","1,957.90","1,974.27","1,957.90","266.18M","-0.39%"
"Oct 10, 2014","1,940.92","1,953.98","1,953.98","1,931.88","342.82M","-1.24%"
"Oct 13, 2014","1,927.21","1,919.48","1,932.37","1,918.48","308.92M","-0.71%"
"Oct 14, 2014","1,929.25","1,933.45","1,940.21","1,926.87","335.51M","0.11%"
"Oct 15, 2014","1,925.91","1,932.11","1,938.85","1,918.77","310.34M","-0.17%"
"Oct 16, 2014","1,918.83","1,911.45","1,922.94","1,904.77","313.61M","-0.37%"
"Oct 17, 2014","1,900.66","1,923.51","1,923.51","1,896.54","362.08M","-0.95%"
"Oct 20, 2014","1,930.06","1,918.84","1,933.12","1,917.54","344.67M","1.55%"
"Oct 21, 2014","1,915.28","1,923.62","1,923.62","1,911.03","405.92M","-0.77%"
"Oct 22, 2014","1,936.97","1,936.91","1,936.99","1,924.21","399.10M","1.13%"
"Oct 23, 2014","1,931.65","1,932.43","1,944.45","1,924.14","372.83M","-0.27%"
"Oct 24, 2014","1,925.69","1,942.46","1,942.72","1,916.84","419.43M","-0.31%"
"Oct 27, 2014","1,931.97","1,933.91","1,939.25","1,929.26","408.84M","0.33%"
"Oct 28, 2014","1,925.68","1,935.46","1,936.28","1,924.37","414.62M","-0.33%"
