"Date","Price","Open","High","Low","Vol.","Change %"
"Oct 29, 2014","1,961.17","1,938.80","1,961.49","1,931.59","396.62M","1.84%"
"Oct 30, 2014","1,958.93","1,956.92","1,959.49","1,944.24","311.05M","-0.11%"
"Oct 31, 2014","1,964.43","1,963.26","1,967.08","1,951.07","349.40M","0.28%"
"Nov 03, 2014","1,952.97","1,959.66","1,961.04","1,947.83","344.50M","-0.58%"
"Nov 04, 2014","1,935.19","1,950.15","1,956.73","1,928.52","391.71M","-0.91%"
"Nov 05, 2014","1,931.43","1,938.61","1,944.50","1,928.99","332.28M","-0.19%"
"Nov 06, 2014","1,936.48","1,933.45","1,939.32","1,923.05","360.57M","0.26%"
"Nov 07, 2014","1,939.87","1,935.75","1,943.26","1,932.17","255.42M","0.18%"
"Nov 10, 2014","1,958.23","1,952.79","1,965.35","1,952.79","313.26M","0.95%"
"Nov 11, 2014","1,963.00","1,957.87","1,965.41","1,956.23","311.40M","0.24%"
"Nov 12, 2014","1,967.27","1,965.21","1,974.69","1,961.66","348.50M","0.22%"
"Nov 13, 2014","1,960.51","1,970.64","1,973.33","1,954.88","332.60M","-0.34%"
"Nov 14, 2014","1,945.14","1,959.64","1,959.64","1,940.49","314.80M","-0.78%"
"Nov 17, 2014","1,943.63","1,941.83","1,948.33","1,935.95","277.52M","-0.08%"
"Nov 18, 2014","1,967.01","1,951.93","1,967.01","1,951.93","251.27M","1.20%"
"Nov 19, 2014","1,966.87","1,974.41","1,974.41","1,959.21","279.56M","-0.01%"
"Nov 20, 2014","1,958.04","1,960.72","1,962.69","1,952.44","339.22M","-0.45%"
"Nov 21, 2014","1,964.84","1,966.89","1,969.43","1,959.81","345.92M","0.35%"
"Nov 24, 2014","1,978.54","1,982.48","1,985.18","1,974.37","325.45M","0.70%"
"Nov 25, 2014","1,980.21","1,981.52","1,981.85","1,973.80","283.19M","0.08%"
"Nov 26, 2014","1,980.84","1,984.83","1,985.43","1,972.95","253.29M","0.03%"
"Nov 27, 2014","1,982.09","1,993.65","1,994.82","1,982.08","295.51M","0.06%"
"Nov 28, 2014","1,980.78","1,983.22","1,984.73","1,975.66","340.70M","-0.07%"
"Dec 01, 2014","1,965.22","1,971.95","1,971.97","1,962.15","333.98M","-0.79%"
"Dec 02, 2014","1,965.83","1,959.40","1,965.83","1,954.40","317.91M","0.03%"
"Dec 03, 2014","1,969.91","1,969.57","1,973.96","1,964.77","271.11M","0.21%"
"Dec 04, 2014","1,986.61","1,976.30","1,988.56","1,976.10","244.39M","0.85%"
"Dec 05, 2014","1,986.62","1,986.60","1,989.17","1,983.36","305.55M","0.00%"
"Dec 08, 2014","1,978.95","1,988.80","1,990.04","1,976.89","295.14M","-0.39%"
"Dec 09, 2014","1,970.95","1,977.05","1,977.15","1,968.85","541.16M","-0.40%"
"Dec 10, 2014","1,945.56","1,964.04","1,966.11","1,943.27","367.89M","-1.29%"
"Dec 11, 2014","1,916.59","1,930.46","1,937.23","1,916.49","343.64M","-1.49%"
"Dec 12, 2014","1,921.71","1,921.61","1,926.67","1,915.00","363.47M","0.27%"
"Dec 15, 2014","1,920.36","1,903.12","1,920.43","1,899.61","294.42M","-0.07%"
"Dec 16, 2014","1,904.13","1,909.01","1,919.60","1,901.13","369.42M","-0.85%"
"Dec 17, 2014","1,900.16","1,913.28","1,913.28","1,900.16","307.27M","-0.21%"
"Dec 18, 2014","1,897.50","1,917.67","1,919.24","1,881.73","337.30M","-0.14%"
"Dec 19, 2014","1,929.98","1,920.75","1,930.08","1,914.27","291.79M","1.71%"
"Dec 22, 2014","1,943.12","1,938.16","1,944.20","1,928.89","324.54M","0.68%"
"Dec 23, 2014","1,939.02","1,942.12","1,944.75","1,936.75","300.80M","-0.21%"
"Dec 24, 2014","1,946.61","1,940.76","1,947.35","1,936.74","283.87M","0.39%"
"Dec 26, 2014","1,948.16","1,947.60","1,954.77","1,944.22","297.01M","0.08%"
"Dec 29, 2014","1,927.86","1,937.27","1,941.33","1,927.83","265.81M","-1.04%"
"Dec 30, 2014","1,915.59","1,934.51","1,937.55","1,910.78","256.44M","-0.64%"
"Jan 02, 2015","1,926.44","1,914.24","1,929.15","1,909.67","258.78M","0.57%"
"Jan 05, 2015","1,915.75","1,921.96","1,921.96","1,903.37","313.44M","-0.55%"
"Jan 06, 2015","1,882.45","1,895.48","1,900.02","1,877.38","303.69M","-1.74%"
"Jan 07, 2015","1,883.83","1,878.90","1,887.60","1,876.27","280.51M","0.07%"
"Jan 08, 2015","1,904.65","1,895.85","1,907.23","1,891.77","262.21M","1.11%"
"Jan 09, 2015","1,924.70","1,919.80","1,929.10","1,915.85","308.78M","1.05%"
"Jan 12, 2015","1,920.95","1,918.18","1,924.66","1,917.88","311.92M","-0.19%"
"Jan 13, 2015","1,917.14","1,915.03","1,920.77","1,910.27","338.99M","-0.20%"
"Jan 14, 2015","1,913.66","1,919.31","1,925.68","1,913.51","297.52M","-0.18%"
"Jan 15, 2015","1,914.14","1,914.06","1,919.69","1,908.60","266.54M","0.03%"
"Jan 16, 2015","1,888.13","1,907.07","1,907.07","1,885.62","298.73M","-1.36%"
"Jan 19, 2015","1,902.62","1,902.81","1,912.42","1,900.26","281.12M","0.77%"
"Jan 20, 2015","1,918.31","1,908.62","1,918.85","1,907.97","280.90M","0.82%"
"Jan 21, 2015","1,921.23","1,917.33","1,921.88","1,909.86","300.84M","0.15%"
"Jan 22, 2015","1,920.82","1,926.01","1,932.50","1,916.56","343.13M","-0.02%"
"Jan 23, 2015","1,936.09","1,945.36","1,945.36","1,930.65","367.70M","0.79%"
"Jan 26, 2015","1,935.68","1,928.26","1,936.40","1,924.14","330.61M","-0.02%"
"Jan 27, 2015","1,952.40","1,941.90","1,952.41","1,940.72","466.96M","0.86%"
"Jan 28, 2015","1,961.58","1,946.71","1,963.53","1,943.59","400.93M","0.47%"
"Jan 29, 2015","1,951.02","1,950.83","1,960.12","1,946.20","391.03M","-0.54%"
"Jan 30, 2015","1,949.26","1,964.13","1,964.13","1,948.60","441.48M","-0.09%"
"Feb 02, 2015","1,952.68","1,947.91","1,956.10","1,944.58","364.83M","0.18%"
"Feb 03, 2015","1,951.96","1,960.11","1,960.35","1,940.74","369.98M","-0.04%"
"Feb 04, 2015","1,962.79","1,963.37","1,970.27","1,961.57","348.03M","0.55%"
"Feb 05, 2015","1,952.84","1,961.15","1,962.15","1,945.42","395.65M","-0.51%"
"Feb 06, 2015","1,955.52","1,955.13","1,955.52","1,945.82","309.82M","0.14%"
"Feb 09, 2015","1,947.00","1,949.50","1,952.86","1,944.79","310.18M","-0.44%"
"Feb 10, 2015","1,935.86","1,949.30","1,954.20","1,935.86","329.20M","-0.57%"
"Feb 11, 2015","1,945.70","1,942.34","1,948.89","1,937.95","307.45M","0.51%"
"Feb 12, 2015","1,941.63","1,947.21","1,947.47","1,932.75","334.82M","-0.21%"
"Feb 13, 2015","1,957.50","1,949.32","1,957.50","1,946.94","351.08M","0.82%"
"Feb 16, 2015","1,958.23","1,960.03","1,963.44","1,955.39","350.94M","0.04%"
"Feb 17, 2015","1,961.45","1,955.77","1,962.97","1,952.33","304.53M","0.16%"
"Feb 23, 2015","1,968.39","1,974.44","1,976.96","1,966.77","347.58M","0.35%"
"Feb 24, 2015","1,976.12","1,975.65","1,980.38","1,972.61","309.54M","0.39%"
"Feb 25, 2015","1,990.47","1,988.47","1,992.03","1,984.53","369.50M","0.73%"
"Feb 26, 2015","1,993.08","1,993.27","1,993.43","1,983.94","385.66M","0.13%"
"Feb 27, 2015","1,985.80","1,992.76","1,993.34","1,982.50","424.55M","-0.37%"
"Mar 02, 2015","1,996.81","1,996.72","1,999.13","1,988.33","373.37M","0.55%"
"Mar 03, 2015","2,001.38","2,002.50","2,003.05","1,995.93","444.86M","0.23%"
"Mar 04, 2015","1,998.29","2,001.76","2,003.85","1,996.50","374.54M","-0.15%"
"Mar 05, 2015","1,998.38","1,996.81","2,002.48","1,993.92","373.68M","0.00%"
"Mar 06, 2015","2,012.94","2,003.97","2,013.73","2,003.18","393.35M","0.73%"
"Mar 09, 2015","1,992.82","2,004.94","2,005.81","1,990.87","296.75M","-1.00%"
"Mar 10, 2015","1,984.77","2,000.66","2,003.19","1,982.22","433.40M","-0.40%"
"Mar 11, 2015","1,980.83","1,971.04","1,984.60","1,969.13","399.53M","-0.20%"
"Mar 12, 2015","1,970.59","1,979.22","1,988.77","1,970.59","384.04M","-0.52%"
"Mar 13, 2015","1,985.79","1,987.17","1,991.87","1,982.96","326.71M","0.77%"
"Mar 16, 2015","1,987.33","1,985.59","1,991.79","1,982.26","319.16M","0.08%"
"Mar 17, 2015","2,029.91","1,998.26","2,029.91","1,997.27","356.55M","2.14%"
"Mar 18, 2015","2,028.45","2,032.19","2,036.13","2,026.72","362.01M","-0.07%"
"Mar 19, 2015","2,037.89","2,047.13","2,047.13","2,031.07","468.28M","0.47%"
"Mar 20, 2015","2,037.24","2,037.13","2,040.00","2,027.81","351.73M","-0.03%"
"Mar 23, 2015","2,036.59","2,043.22","2,043.92","2,032.35","314.90M","-0.03%"
"Mar 24, 2015","2,041.37","2,035.08","2,041.77","2,028.54","328.83M","0.23%"
"Mar 25, 2015","2,042.81","2,043.16","2,046.97","2,038.14","423.41M","0.07%"
"Mar 26, 2015","2,022.56","2,027.20","2,036.70","2,019.51","342.26M","-0.99%"
"Mar 27, 2015","2,019.80","2,026.75","2,027.25","2,016.88","448.96M","-0.14%"
"Mar 30, 2015","2,030.04","2,026.60","2,033.27","2,018.12","439.56M","0.51%"
"Mar 31, 2015","2,041.03","2,042.31","2,046.90","2,032.24","555.93M","0.54%"
"Apr 01, 2015","2,028.45","2,035.40","2,039.04","2,024.64","542.80M","-0.62%"
"Apr 02, 2015","2,029.07","2,036.90","2,040.45","2,028.22","655.86M","0.03%"
"Apr 03, 2015","2,045.42","2,035.83","2,045.94","2,031.27","498.64M","0.81%"
"Apr 06, 2015","2,046.43","2,049.87","2,055.45","2,043.26","460.49M","0.05%"
"Apr 07, 2015","2,047.03","2,059.05","2,059.09","2,043.79","436.23M","0.03%"
"Apr 08, 2015","2,059.26","2,048.75","2,060.19","2,046.09","552.68M","0.60%"
"Apr 09, 2015","2,058.87","2,060.30","2,064.46","2,054.17","529.86M","-0.02%"
"Apr 10, 2015","2,087.76","2,066.32","2,089.09","2,065.39","658.38M","1.40%"
"Apr 13, 2015","2,098.92","2,094.10","2,099.97","2,088.82","561.81M","0.53%"
"Apr 14, 2015","2,111.72","2,101.76","2,111.73","2,095.97","648.85M","0.61%"
"Apr 15, 2015","2,119.96","2,114.56","2,122.72","2,110.25","451.40M","0.39%"
"Apr 16, 2015","2,139.90","2,134.14","2,139.90","2,125.54","476.42M","0.94%"
"Apr 17, 2015","2,143.50","2,142.72","2,144.76","2,134.10","464.63M","0.17%"
"Apr 20, 2015","2,146.71","2,126.55","2,146.73","2,126.55","509.04M","0.15%"
"Apr 21, 2015","2,144.79","2,153.42","2,153.84","2,140.12","561.78M","-0.09%"
"Apr 22, 2015","2,143.89","2,146.59","2,161.23","2,125.88","769.39M","-0.04%"
"Apr 23, 2015","2,173.41","2,156.94","2,174.72","2,139.33","521.59M","1.38%"
"Apr 24, 2015","2,159.80","2,181.24","2,189.54","2,154.27","508.42M","-0.63%"
"Apr 27, 2015","2,157.54","2,169.14","2,169.14","2,152.09","392.34M","-0.10%"
"Apr 28, 2015","2,147.67","2,162.50","2,164.52","2,144.85","415.06M","-0.46%"
"Apr 29, 2015","2,142.63","2,155.01","2,156.24","2,126.36","458.06M","-0.23%"
"Apr 30, 2015","2,127.17","2,134.94","2,136.90","2,121.29","509.13M","-0.72%"
"May 04, 2015","2,132.23","2,134.51","2,139.30","2,128.72","355.62M","0.24%"
"May 06, 2015","2,104.58","2,122.03","2,123.22","2,095.60","428.09M","-1.30%"
"May 07, 2015","2,091.00","2,098.48","2,099.44","2,067.99","423.25M","-0.65%"
"May 08, 2015","2,085.52","2,090.19","2,094.06","2,082.72","309.50M","-0.26%"
"May 11, 2015","2,097.38","2,106.12","2,110.79","2,097.38","329.70M","0.57%"
"May 12, 2015","2,096.77","2,100.63","2,101.72","2,088.64","391.92M","-0.03%"
"May 13, 2015","2,114.16","2,100.10","2,115.36","2,100.08","377.03M","0.83%"
"May 14, 2015","2,120.33","2,115.59","2,121.68","2,111.72","430.83M","0.29%"
"May 15, 2015","2,106.50","2,132.53","2,134.36","2,104.77","491.71M","-0.65%"
"May 18, 2015","2,113.72","2,108.15","2,113.72","2,099.48","445.16M","0.34%"
"May 19, 2015","2,120.85","2,114.29","2,126.89","2,107.62","418.48M","0.34%"
"May 20, 2015","2,139.54","2,128.01","2,140.24","2,125.49","452.11M","0.88%"
"May 21, 2015","2,122.81","2,139.68","2,140.60","2,121.49","398.15M","-0.78%"
"May 22, 2015","2,146.10","2,131.11","2,146.10","2,126.88","444.58M","1.10%"
"May 26, 2015","2,143.50","2,146.47","2,148.70","2,130.30","381.38M","-0.12%"
"May 27, 2015","2,107.50","2,133.49","2,134.95","2,103.64","439.03M","-1.68%"
"May 28, 2015","2,110.89","2,117.77","2,123.52","2,110.89","416.12M","0.16%"
"May 29, 2015","2,114.80","2,109.38","2,123.39","2,106.70","456.14M","0.19%"
"Jun 01, 2015","2,102.37","2,110.12","2,110.88","2,086.00","426.93M","-0.59%"
"Jun 02, 2015","2,078.64","2,102.62","2,107.17","2,076.16","520.06M","-1.13%"
"Jun 03, 2015","2,063.16","2,078.51","2,087.95","2,059.34","541.17M","-0.74%"
"Jun 04, 2015","2,072.86","2,070.49","2,082.60","2,062.75","400.36M","0.47%"
"Jun 05, 2015","2,068.10","2,062.22","2,075.02","2,060.91","394.29M","-0.23%"
"Jun 08, 2015","2,065.19","2,068.51","2,068.51","2,056.50","393.56M","-0.14%"
"Jun 09, 2015","2,064.03","2,063.40","2,073.75","2,057.21","421.88M","-0.06%"
"Jun 10, 2015","2,051.32","2,079.13","2,080.03","2,049.13","427.36M","-0.62%"
"Jun 11, 2015","2,056.61","2,065.07","2,065.07","2,051.10","457.02M","0.26%"
"Jun 12, 2015","2,052.17","2,068.45","2,074.78","2,044.87","388.26M","-0.22%"
"Jun 15, 2015","2,042.32","2,041.07","2,049.68","2,033.72","313.95M","-0.48%"
"Jun 16, 2015","2,028.72","2,045.01","2,045.77","2,008.46","381.41M","-0.67%"
"Jun 17, 2015","2,034.86","2,035.48","2,037.12","2,021.50","354.72M","0.30%"
"Jun 18, 2015","2,041.88","2,046.19","2,052.00","2,036.78","390.97M","0.34%"
"Jun 19, 2015","2,046.96","2,056.54","2,057.71","2,044.71","400.33M","0.25%"
"Jun 22, 2015","2,055.16","2,059.60","2,068.07","2,050.30","266.96M","0.40%"
"Jun 23, 2015","2,081.20","2,071.30","2,086.09","2,066.21","329.80M","1.27%"
"Jun 24, 2015","2,085.53","2,086.69","2,087.68","2,076.78","400.75M","0.21%"
"Jun 25, 2015","2,085.06","2,077.84","2,088.16","2,073.95","575.91M","-0.02%"
"Jun 26, 2015","2,090.26","2,083.40","2,097.01","2,080.79","492.77M","0.25%"
"Jun 29, 2015","2,060.49","2,056.44","2,068.85","2,054.33","503.81M","-1.42%"
"Jun 30, 2015","2,074.20","2,054.83","2,075.02","2,049.44","392.41M","0.67%"
"Jul 01, 2015","2,097.89","2,077.27","2,100.34","2,072.54","471.57M","1.14%"
"Jul 02, 2015","2,107.33","2,107.11","2,110.81","2,098.76","565.34M","0.45%"
"Jul 03, 2015","2,104.41","2,107.51","2,109.68","2,094.02","419.55M","-0.14%"
"Jul 06, 2015","2,053.93","2,076.06","2,089.86","2,052.23","474.04M","-2.40%"
"Jul 07, 2015","2,040.29","2,067.04","2,067.93","2,028.98","502.81M","-0.66%"
"Jul 08, 2015","2,016.21","2,045.88","2,046.33","2,010.83","453.12M","-1.18%"
"Jul 09, 2015","2,027.81","2,000.19","2,027.81","1,983.78","408.46M","0.58%"
"Jul 10, 2015","2,031.17","2,036.89","2,037.84","2,024.76","381.31M","0.17%"
"Jul 13, 2015","2,061.52","2,033.25","2,063.28","2,030.21","426.29M","1.49%"
"Jul 14, 2015","2,059.23","2,070.44","2,070.44","2,052.21","503.08M","-0.11%"
"Jul 15, 2015","2,072.91","2,068.38","2,079.90","2,060.66","619.13M","0.66%"
"Jul 16, 2015","2,087.89","2,073.29","2,088.33","2,071.02","697.93M","0.72%"
"Jul 17, 2015","2,076.79","2,101.22","2,101.22","2,068.36","819.23M","-0.53%"
"Jul 20, 2015","2,073.31","2,077.09","2,081.43","2,068.19","870.68M","-0.17%"
"Jul 21, 2015","2,083.62","2,082.18","2,088.24","2,069.21","727.41M","0.50%"
"Jul 22, 2015","2,064.73","2,071.06","2,075.94","2,059.45","1.16B","-0.91%"
"Jul 23, 2015","2,065.07","2,068.93","2,069.20","2,053.52","739.79M","0.02%"
"Jul 24, 2015","2,045.96","2,060.66","2,060.66","2,040.30","611.87M","-0.93%"
"Jul 27, 2015","2,038.81","2,034.82","2,048.15","2,032.44","543.24M","-0.35%"
"Jul 28, 2015","2,039.10","2,026.33","2,045.55","2,015.91","498.53M","0.01%"
"Jul 29, 2015","2,037.62","2,053.62","2,055.95","2,037.62","520.57M","-0.07%"
"Jul 30, 2015","2,019.03","2,040.24","2,044.93","2,019.03","509.32M","-0.91%"
"Jul 31, 2015","2,030.16","2,026.98","2,030.16","2,004.70","448.19M","0.55%"
"Aug 03, 2015","2,008.49","2,026.25","2,026.25","2,005.21","358.75M","-1.07%"
"Aug 04, 2015","2,027.99","2,007.75","2,027.99","2,007.66","388.79M","0.97%"
"Aug 05, 2015","2,029.76","2,027.22","2,035.25","2,022.98","319.21M","0.09%"
"Aug 06, 2015","2,013.29","2,037.26","2,038.41","2,011.60","340.51M","-0.81%"
"Aug 07, 2015","2,010.23","2,009.39","2,012.90","2,001.13","334.58M","-0.15%"
"Aug 10, 2015","2,003.17","2,008.44","2,008.55","1,993.96","308.33M","-0.35%"
"Aug 11, 2015","1,986.65","2,020.15","2,021.81","1,986.46","366.41M","-0.82%"
"Aug 12, 2015","1,975.47","1,980.04","1,989.10","1,948.91","524.25M","-0.56%"
"Aug 13, 2015","1,983.46","1,975.47","1,990.70","1,966.02","376.59M","0.40%"
"Aug 17, 2015","1,968.52","1,991.05","1,991.05","1,968.44","561.57M","-0.75%"
"Aug 18, 2015","1,956.26","1,977.61","1,979.33","1,954.35","472.77M","-0.62%"
"Aug 19, 2015","1,939.38","1,954.56","1,959.51","1,915.91","506.79M","-0.86%"
"Aug 20, 2015","1,914.55","1,929.43","1,933.79","1,912.55","397.53M","-1.28%"
"Aug 21, 2015","1,876.07","1,862.79","1,886.49","1,856.91","512.31M","-2.01%"
"Aug 24, 2015","1,829.81","1,860.03","1,872.86","1,800.75","415.18M","-2.47%"
"Aug 25, 2015","1,846.63","1,840.94","1,864.30","1,806.79","451.59M","0.92%"
"Aug 26, 2015","1,894.09","1,843.70","1,895.45","1,835.58","453.39M","2.57%"
"Aug 27, 2015","1,908.00","1,912.42","1,920.39","1,898.98","482.66M","0.73%"
"Aug 28, 2015","1,937.67","1,932.39","1,938.61","1,927.39","446.75M","1.56%"
"Aug 31, 2015","1,941.49","1,934.12","1,941.49","1,925.52","350.94M","0.20%"
"Sep 01, 2015","1,914.23","1,934.44","1,939.67","1,914.22","324.48M","-1.40%"
"Sep 02, 2015","1,915.22","1,886.14","1,920.62","1,883.50","342.02M","0.05%"
"Sep 03, 2015","1,915.53","1,929.78","1,931.19","1,911.17","297.28M","0.02%"
"Sep 04, 2015","1,886.04","1,921.81","1,923.06","1,879.94","361.09M","-1.54%"
"Sep 07, 2015","1,883.22","1,883.36","1,895.99","1,870.59","288.16M","-0.15%"
"Sep 08, 2015","1,878.68","1,889.14","1,894.56","1,868.48","391.89M","-0.24%"
"Sep 09, 2015","1,934.20","1,903.28","1,934.20","1,902.93","516.17M","2.96%"
"Sep 10, 2015","1,962.11","1,918.42","1,962.11","1,915.44","460.34M","1.44%"
"Sep 11, 2015","1,941.37","1,942.88","1,951.26","1,939.73","503.01M","-1.06%"
"Sep 14, 2015","1,931.46","1,947.65","1,948.02","1,921.45","362.92M","-0.51%"
"Sep 15, 2015","1,937.56","1,930.44","1,938.90","1,927.62","390.82M","0.32%"
"Sep 16, 2015","1,975.45","1,949.49","1,978.68","1,949.15","584.76M","1.96%"
"Sep 17, 2015","1,976.49","1,989.07","1,989.07","1,972.93","510.17M","0.05%"
"Sep 18, 2015","1,995.95","1,978.39","1,996.47","1,964.12","523.80M","0.98%"
"Sep 21, 2015","1,964.68","1,973.24","1,980.80","1,960.11","376.42M","-1.57%"
"Sep 22, 2015","1,982.06","1,973.54","1,983.99","1,966.05","696.37M","0.88%"
"Sep 23, 2015","1,944.64","1,960.33","1,968.16","1,944.51","856.99M","-1.89%"
"Sep 24, 2015","1,947.10","1,956.94","1,958.73","1,944.31","921.27M","0.13%"
"Sep 25, 2015","1,942.85","1,948.30","1,951.94","1,932.49","796.57M","-0.22%"
"Sep 30, 2015","1,962.81","1,915.46","1,962.84","1,915.04","546.99M","1.03%"
"Oct 01, 2015","1,979.32","1,963.55","1,986.01","1,958.63","678.98M","0.84%"
"Oct 02, 2015","1,969.68","1,979.41","1,985.57","1,969.68","1.03B","-0.49%"
"Oct 05, 2015","1,978.25","1,981.60","1,994.65","1,975.55","545.63M","0.44%"
"Oct 06, 2015","1,990.65","1,996.29","1,998.02","1,985.17","661.64M","0.63%"
"Oct 07, 2015","2,005.84","1,995.87","2,006.24","1,994.55","761.72M","0.76%"
"Oct 08, 2015","2,019.53","2,016.36","2,020.19","1,998.66","700.99M","0.68%"
"Oct 12, 2015","2,021.63","2,022.33","2,030.92","2,015.43","635.08M","0.10%"
"Oct 13, 2015","2,019.05","2,021.20","2,024.50","2,010.16","605.00M","-0.13%"
"Oct 14, 2015","2,009.55","2,014.47","2,016.14","2,002.63","644.80M","-0.47%"
"Oct 15, 2015","2,033.27","2,008.29","2,035.80","2,007.46","498.90M","1.18%"
"Oct 16, 2015","2,030.26","2,037.98","2,038.06","2,025.19","550.80M","-0.15%"
"Oct 19, 2015","2,030.27","2,032.36","2,036.30","2,022.25","726.84M","0.00%"
"Oct 20, 2015","2,039.36","2,031.50","2,040.24","2,026.67","958.06M","0.45%"
"Oct 21, 2015","2,042.98","2,039.25","2,053.95","2,035.59","668.95M","0.18%"
"Oct 22, 2015","2,023.00","2,040.43","2,042.57","2,019.53","695.81M","-0.98%"
"Oct 23, 2015","2,040.40","2,043.67","2,054.82","2,036.92","649.00M","0.86%"
"Oct 26, 2015","2,048.08","2,049.41","2,049.60","2,039.97","459.95M","0.38%"
"Oct 27, 2015","2,044.65","2,043.52","2,045.81","2,036.22","449.16M","-0.17%"
"Oct 28, 2015","2,042.51","2,045.67","2,045.67","2,032.39","402.20M","-0.10%"
"Oct 29, 2015","2,034.16","2,050.97","2,064.72","2,032.56","481.35M","-0.41%"
"Oct 30, 2015","2,029.47","2,034.78","2,038.56","2,027.80","380.67M","-0.23%"
"Nov 02, 2015","2,035.24","2,033.15","2,036.05","2,028.20","366.38M","0.28%"
"Nov 03, 2015","2,048.40","2,042.60","2,053.24","2,040.75","591.74M","0.65%"
"Nov 04, 2015","2,052.77","2,053.51","2,056.12","2,042.38","545.09M","0.21%"
"Nov 05, 2015","2,049.41","2,049.30","2,050.44","2,039.93","349.08M","-0.16%"
"Nov 06, 2015","2,041.07","2,048.17","2,055.14","2,038.46","465.03M","-0.41%"
"Nov 09, 2015","2,025.70","2,038.59","2,038.59","2,022.52","435.39M","-0.75%"
"Nov 10, 2015","1,996.59","2,015.45","2,015.45","1,988.54","417.46M","-1.44%"
"Nov 11, 2015","1,997.27","1,993.81","2,001.73","1,983.14","286.57M","0.03%"
"Nov 12, 2015","1,993.36","1,997.32","1,998.66","1,991.28","389.44M","-0.20%"
"Nov 13, 2015","1,973.29","1,975.97","1,981.27","1,969.71","342.31M","-1.01%"
"Nov 16, 2015","1,943.02","1,945.68","1,956.09","1,942.85","433.43M","-1.53%"
"Nov 17, 2015","1,963.58","1,967.36","1,974.08","1,959.22","417.56M","1.06%"
"Nov 18, 2015","1,962.88","1,967.25","1,973.16","1,961.43","541.86M","-0.04%"
"Nov 19, 2015","1,988.91","1,976.94","1,988.92","1,972.85","422.52M","1.33%"
"Nov 20, 2015","1,989.86","1,988.96","1,993.97","1,985.93","413.66M","0.05%"
"Nov 23, 2015","2,003.70","1,995.92","2,008.34","1,992.86","383.23M","0.70%"
"Nov 24, 2015","2,016.29","2,004.29","2,019.95","2,003.06","417.00M","0.63%"
"Nov 25, 2015","2,009.42","2,018.24","2,018.93","2,007.91","391.65M","-0.34%"
"Nov 26, 2015","2,030.68","2,014.88","2,033.18","2,014.88","454.46M","1.06%"
"Nov 27, 2015","2,028.99","2,038.71","2,038.72","2,026.40","481.95M","-0.08%"
"Nov 30, 2015","1,991.97","2,022.38","2,022.38","1,987.12","452.87M","-1.82%"
"Dec 01, 2015","2,023.93","2,001.51","2,026.33","2,001.51","573.34M","1.60%"
"Dec 02, 2015","2,009.29","2,026.08","2,026.19","2,009.29","631.32M","-0.72%"
"Dec 03, 2015","1,994.07","2,000.20","2,000.20","1,981.59","365.87M","-0.76%"
"Dec 04, 2015","1,974.40","1,972.16","1,983.02","1,970.48","379.47M","-0.99%"
"Dec 07, 2015","1,963.67","1,987.62","1,988.04","1,963.66","382.13M","-0.54%"
"Dec 08, 2015","1,949.04","1,964.22","1,971.07","1,948.43","406.18M","-0.75%"
"Dec 09, 2015","1,948.24","1,951.39","1,956.70","1,944.78","378.10M","-0.04%"
"Dec 10, 2015","1,952.07","1,947.21","1,956.84","1,940.40","377.85M","0.20%"
"Dec 11, 2015","1,948.62","1,952.82","1,961.00","1,943.67","380.71M","-0.18%"
"Dec 14, 2015","1,927.82","1,926.36","1,930.40","1,919.22","439.74M","-1.07%"
"Dec 15, 2015","1,932.97","1,935.82","1,938.04","1,925.75","434.74M","0.27%"
"Dec 16, 2015","1,969.40","1,950.15","1,975.63","1,950.05","475.10M","1.88%"
"Dec 17, 2015","1,977.96","1,984.06","1,987.83","1,967.64","379.57M","0.43%"
"Dec 18, 2015","1,975.32","1,960.32","1,981.42","1,958.12","677.73M","-0.13%"
"Dec 21, 2015","1,981.19","1,974.26","1,986.66","1,968.14","539.60M","0.30%"
"Dec 22, 2015","1,992.56","1,984.37","1,992.72","1,971.32","577.24M","0.57%"
"Dec 23, 2015","1,999.22","1,994.20","2,007.42","1,989.30","502.37M","0.33%"
"Dec 24, 2015","1,990.65","2,009.34","2,009.99","1,990.65","504.62M","-0.43%"
"Dec 28, 2015","1,964.06","1,990.59","1,991.19","1,964.06","396.64M","-1.34%"
"Dec 29, 2015","1,966.31","1,956.49","1,968.57","1,946.21","401.43M","0.11%"
"Dec 30, 2015","1,961.31","1,973.03","1,974.67","1,958.78","304.46M","-0.25%"
"Jan 04, 2016","1,918.76","1,954.47","1,954.52","1,918.76","359.02M","-2.17%"
"Jan 05, 2016","1,930.53","1,911.93","1,937.57","1,911.93","446.55M","0.61%"
"Jan 06, 2016","1,925.43","1,934.25","1,934.25","1,911.61","594.61M","-0.26%"
"Jan 07, 2016","1,904.33","1,915.71","1,926.41","1,901.24","393.04M","-1.10%"
"Jan 08, 2016","1,917.62","1,889.42","1,918.25","1,883.82","430.20M","0.70%"
"Jan 11, 2016","1,894.84","1,897.18","1,907.43","1,892.69","328.77M","-1.19%"
"Jan 12, 2016","1,890.86","1,907.61","1,910.59","1,888.94","295.14M","-0.21%"
"Jan 13, 2016","1,916.28","1,904.33","1,921.00","1,902.49","265.22M","1.34%"
"Jan 14, 2016","1,900.01","1,893.18","1,900.48","1,882.02","310.98M","-0.85%"
